"","Name","Rating","RatingCount","BoughtCount","Price","DeliveryFree","DeliveryDate","festival"
"190","MORECOO Womens Socks Winter - Christmas Gifts & Stocking Stuffers for Women - Thick Wool Soft Warm Cozy Crew Socks for Women","4.6 out of 5 stars, rating details","19,934 ratings","6K+ bought in past month","$8
49","Delivery","Mon, Jan 20","Christmas"
"191","Burt's Bees Lip Balm Stocking Stuffers, Moisturizing Lip Care Christmas Gifts, SuperFruit - Pomegranate, Coconut & Pear, Mango, Pink Grapefruit, Natural Origin Treatment (4-Pack)","4.8 out of 5 stars, rating details","24,615 ratings","30K+ bought in past month","$9
97","Delivery","Mon, Jan 20","Christmas"
"192","Heating Pad for Back Pain Cramps Relief, ZUODUN Electric Heating Pads for Neck/Shoulder/Leg with Auto Shut Off Large, 6 Heat Settings & Moist Heat Options, Christmas Gifts for Women, Men, Mom, Dad","4.5 out of 5 stars, rating details","682 ratings",NA,"$17
99","Delivery","Mon, Jan 20","Christmas"
"193","COMFIER Electric Cordless Hair Scalp Massager with Kneading 84 Massage Nodes, Handheld Portable Head Scratcher Massager for Hair Growth, Deep Clean, Christmas Gifts for Women Men Mom Dad","4.5 out of 5 stars, rating details","7,125 ratings","5K+ bought in past month","$32
27","Delivery","Mon, Jan 20","Christmas"
"194","Shower Steamers Aromatherapy - 18 Pack Shower Bombs Birthday Gifts for Women, Organic Essential Oils, Self Care Gifts for Women, Mom, Mens Valentines Day Gifts for Her Him","4.4 out of 5 stars, rating details","2,941 ratings","30K+ bought in past month","$24
99","Delivery","Mon, Jan 20","Christmas"
"195","Mo Cuishle Shiatsu Neck and Shoulder Massager with Heat – Deep Kneading Massage for Relaxation – Ideal for Christmas, Mother's Day, Father's Day, and Valentine's Day Gifts for Men, Women, Mom and Dad","4.4 out of 5 stars, rating details","17,868 ratings","10K+ bought in past month","$48
99","Delivery","Mon, Jan 20","Christmas"
"196","ANWEAO Preserved Flowers Birthday Gifts for Her Preserved Real Rose in Angel Glass Crystal Angel Figurines for Her Ideal Birthday,Mother's Day,Wedding,Valentine's Day,Thanksgiving Day,Christmas","4.2 out of 5 stars, rating details","63 ratings",NA,"$35
99","Delivery","Mon, Jan 20","Christmas"
"197","TRAVANDO Swype Slim Wallet for Men Metal RFID Blocking Mens Wallet Card Case","4.4 out of 5 stars, rating details","3,855 ratings","3K+ bought in past month","$34
95","Delivery","Mon, Jan 20","Christmas"
"198","TOPDesign Personalized Initial Jute/Canvas Beach Bag, Monogrammed Gift Tote Bag for Women","4.8 out of 5 stars, rating details","8,663 ratings","400+ bought in past month","$16
99","Delivery","Mon, Jan 20","Christmas"
"199","Nacome Solar Garden Outdoor Statues Turtle with Succulent and 7 LED Lights - Lawn Decor Tortoise Statue for Patio, Balcony, Yard Ornament - Unique Housewarming Gifts","4.4 out of 5 stars, rating details","13,990 ratings","10K+ bought in past month","$27
50","Delivery","Mon, Jan 20","Christmas"
"200","Body Restore Shower Steamers Aromatherapy 15 Pack - Christmas Gifts for Women, Stocking Stuffers, Birthday Gifts for Mom, White Elephant Gift, Travel Essentials, Self Care - Eucalyptus","4.3 out of 5 stars, rating details","22,282 ratings","50K+ bought in past month","$24
99","Delivery","Mon, Jan 20","Christmas"
"201","LEGO Botanicals Bouquet of Roses Artificial Flowers - Fake Red Roses Building Sets for Adults, Ages 18+ - Gift for Valentines Day for Her and Him - DIY Kits for Home Decorations - 10328","4.9 out of 5 stars, rating details","3,139 ratings","10K+ bought in past month","$59
95","Delivery","Wed, Jan 22","Christmas"
"202","Amazon.com Gift Card in a Mini Envelope (General)","4.8 out of 5 stars, rating details","84,010 ratings",NA,"$10
00-
$2,000
00",NA,NA,"Christmas"
"203","Ufree Beard Trimmer for Men, Waterproof Electric Razor for Nose, Body, Face and Mustache, Cordless Hair Clippers Shavers for Men Grooming Kit, Gifts for Men Husband Father","4.3 out of 5 stars, rating details","17,759 ratings","40K+ bought in past month","$28
49","Delivery","Mon, Jan 20","Christmas"
"204","Gift Set For Women, Spa Luxetique Bath Sets for Women Gift, 8 Pcs Rose Spa Basket Includes Bubble Bath, Shower Gel, Body Lotion, Birthday Spa Gifts, Mothers Day Gifts for Mom","4.6 out of 5 stars, rating details","11,474 ratings","6K+ bought in past month","$23
60","Delivery","Mon, Jan 20","Christmas"
"205","Romantic Couple Gifts - Fun & Adventurous Scratch Off Date Night Ideas Card Game - Special for Couple: Birthday Gifts for Boyfriend, Girlfriend, Him, Her, Wife, Husband or Engagement","4.4 out of 5 stars, rating details","6,454 ratings","30K+ bought in past month","$16
95","Delivery","Mon, Jan 20","Christmas"
"206","10 Pack Hand Cream for Dry Cracked Hands, Valentines Day Gifts for Her, Birthday Gifts for Women Girls,Teacher Appreciation Gifts, Natural Plant Fragrance Mini Hand Lotion Moisturizing Hand Care Cream","4.4 out of 5 stars, rating details","3,677 ratings","20K+ bought in past month","$9
98","Delivery","Mon, Jan 20","Christmas"
"207","Gift Set for Women Body & Earth Gifts for Women Lavender Gift Baskets For Women Bath Sets for Women Gift with Bubble Bath Body Lotion Scented Candle Christmas Gifts for Women Bath Gifts for Women","4.6 out of 5 stars, rating details","9,680 ratings","9K+ bought in past month","$23
99","$11.12 delivery",NA,"Christmas"
"208","Immersion Blender Handheld Corded Hand Blender 1100W, Trigger Variable Speed 5 in 1 Stick Blender, Emulsion Blender with Chopper, Whisk and Frother for Soup, Baby Food and Smoothies","4.5 out of 5 stars, rating details","2,137 ratings","20K+ bought in past month","$39
99","Delivery","Tue, Jan 21","Christmas"
"209","iJuqi Mother's Day Gifts from Daughter Son for Mom Birthday Valentine's Day Christmas Gifts Mom Keychain Mother Keyring","4.8 out of 5 stars, rating details","252 ratings","10K+ bought in past month","$5
98","Delivery","Mon, Jan 20","Christmas"
"210","Northern Galaxy Light Aurora Projector with 33 Light Effects, Night Lights LED Star Projector for Bedroom Nebula Lamp, Remote Control, White Noises, Bluetooth Speaker for Parties","4.5 out of 5 stars, rating details","6,019 ratings","10K+ bought in past month","$39
99","Delivery","Mon, Jan 20","Christmas"
"211","LEGO Art Mona Lisa Building Sets - Leonardo da Vinci Adult Puzzles for Display, Ages 18+ - DIY Crafts for Men, Women & Art Lovers - Gifts for Christmas - Includes Detachable Frame - 31213","4.8 out of 5 stars, rating details","117 ratings","5K+ bought in past month","$98
99","Delivery","Mon, Jan 20","Christmas"
"212","Jekeno Glow in The Dark Gaming Blanket Gamer Game Controller Throw Gift Toys for Kids Boys Teen Son Adults Gamepad Presents Easter Birthday Christmas Bedroom Decor Luminous Blanket Grey 50""x60""","4.6 out of 5 stars, rating details","4,181 ratings","20K+ bought in past month","$25
99","Delivery","Mon, Jan 20","Christmas"
"213","YZKKE 5Pack Womens Vintage Winter Soft Warm Thick Cold Knit Wool Crew Socks, Multicolor, free size","4.6 out of 5 stars, rating details","26,623 ratings","10K+ bought in past month","$12
99","Delivery","Mon, Jan 20","Christmas"
"214","Birthday Gifts for Women, Sending Sunshine Christmas Gifts, Get Well Soon Gifts Basket Care Package Unique Spa Gifts Box with Wine Glasses for Thinking of You Her Sister Best Friend","4.8 out of 5 stars, rating details","1,363 ratings","5K+ bought in past month","$19
99","Delivery","Mon, Jan 20","Christmas"
"215","YLL Mini Karaoke Machine for Kids Adults, Portable Bluetooth Speaker with 2 Wireless Microphones, Birthday Gifts Toys for Girls Ages 4, 5, 6,7, 8,9,10,11,12+ Years Old Toddler (Lightpink)","4.6 out of 5 stars, rating details","3,903 ratings","20K+ bought in past month","$24
99","Delivery","Mon, Jan 20","Christmas"
"216","Solar Outdoor Lanterns, Butterflies Garden Decor LED Light Hanging Waterproof Solar Metal Lantern Christmas Gifts for Women Mon Grandma Sunflower Solar Lights Outdoor Decoration for Patio Pathway Yard","4.3 out of 5 stars, rating details","339 ratings","2K+ bought in past month","$26
99","Delivery","Mon, Jan 20","Christmas"
"217","Inspirational Tree of Life Leather Bracelets for Women,Birthday Mothers Day Jewelry Gifts for Teen Girls","4.6 out of 5 stars, rating details","11,858 ratings","7K+ bought in past month","$12
99","Delivery","Mon, Jan 20","Christmas"
"218","Storm Glass Weather Predictor, Weather Forecaster, Teardrop Glass Barometer, Christmas Decorative Glass Bottle for Home and Office, Scandinavian Style Decorative Cool Weather Unusual Gifts for Family","4.2 out of 5 stars, rating details","23 ratings","300+ bought in past month","$29
99","Delivery","Mon, Jan 20","Christmas"
"219","Heating Pad for Neck and Shoulder Pain Relief, Christmas Gifts for Women Mom Men Dad, Weighted Heating Pad for Back, 6 Heat Settings, Auto Shut Off, Anniversary Birthday Gifts, Large 17x23inch, Blue","4.6 out of 5 stars, rating details","1,148 ratings",NA,"$34
99","Delivery","Mon, Jan 20","Christmas"
"220","VOBAGA Coffee Mug Warmer (No Mug), Electric Coffee Warmer for Office Desk Accessories with Auto Shut Off, 3 Temperature Setting Smart Cup Warmer for Heating Coffee, Beverage, Milk and Tea","4.3 out of 5 stars, rating details","6,848 ratings","4K+ bought in past month","$24
97","Delivery","Mon, Jan 20","Christmas"
"221","80Pcs Party Favors for Kids 4-8, Kawaii Squishies Mochi Squishy Toy Bulk Fidget Sensory Toys Birthday Gifts for Boys Girls Goodie Bag Christmas Stocking Stuffers Treasure Box Classroom Prizes","4.5 out of 5 stars, rating details","1,189 ratings","10K+ bought in past month","$19
99","Delivery","Mon, Jan 20","Christmas"
"222","Interchangeable Seasonal Welcome Sign Front Door Decoration, Rustic Round Wood Wreaths Wall Hanging Outdoor, Farmhouse, Porch, for Spring Summer Fall All Seasons Holiday Halloween Christmas.","4.6 out of 5 stars, rating details","6,182 ratings","7K+ bought in past month","$20
99","Delivery","Mon, Jan 20","Christmas"
"223","Katamco The Original Toilet Timer (Classic), As Seen on Shark Tank. Funny Gift for Men, Husband, Dad, Son, Birthday, Christmas, Stocking Stuffer.","4.6 out of 5 stars, rating details","19,994 ratings","30K+ bought in past month","$16
99","Delivery","Mon, Jan 20","Christmas"
"224","Candle Warmer Lamp with 7 LED Colors Changing,Candle Warmer with Timer Dimmer, Electric Candle Lamp with Adjustable Height Home Decor for Secented Jar Candles Christmas Gift for Mom Women","4.6 out of 5 stars, rating details","82 ratings","1K+ bought in past month","$34
99","Delivery","Mon, Jan 20","Christmas"
"225","Birthday Gifts for Women, Friend, Mom, Sister Christmas Gifts, Self Care Gift Baskets, Relaxation Spa Gifts Set with Luxury Blanket for Women Birthday, Christmas, Valentine ,Mothers Day Gifts","4.5 out of 5 stars, rating details","25 ratings","600+ bought in past month","$39
99","Delivery","Mon, Jan 20","Christmas"
"226","Hummingbird Solar Lanterns Outdoor Waterproof, 14.6'' Large Lamps, Upgraded 2000mAH Battery, Metal Christmas Gifts for Women, Garden Decor","4.9 out of 5 stars, rating details","10 ratings",NA,"$35
99","Delivery","Mon, Jan 20","Christmas"
"227","Premium Glass Nail File with Case, Crystal Diamond Salon Best Beauty Nail Buffer for Natural and Acrylic Nails Christmas Gift for Woman and Man,Apricot","4.5 out of 5 stars, rating details","6,076 ratings","20K+ bought in past month","$7
59","Delivery","Mon, Jan 20","Christmas"
"228","Refasy Piggy Bank Cash Coin Can ATM Bank Electronic Coin Money Bank for Kids-Hot Gift","4.5 out of 5 stars, rating details","13,737 ratings","10K+ bought in past month","$24
99","Delivery","Mon, Jan 20","Christmas"
"229","Massage Gun, Muscle Massage Gun for Athletes Handheld Electric Deep Tissue Back Massager, Percussion Massage Device for Pain Relief with 30 Speed Levels 9 Heads,Father's Day Gifts","4.3 out of 5 stars, rating details","11,397 ratings","20K+ bought in past month","$33
99","Delivery","Mon, Jan 20","Christmas"
"230","28 Pack Hand Cream Set-Valentines Day Gifts for Her,Women Gifts for Birthday,Bridesmaid Gifts Teacher Appreciation Gifts Nurse Gifts,Bulk Birthday Gifts Travel Size Hand Lotion for Dry Cracked Hands","4.6 out of 5 stars, rating details","3,437 ratings","10K+ bought in past month","$14
99","Delivery","Mon, Jan 20","Christmas"
"231","MBL Inspirational Crochet Positive Duck – Handmade Emotional Cheer Support Funny Pickle Potato Nuggets for Women Men Friends Coworkers, Birthday Christmas Valentines Valentine's Gift for Him Her","4.8 out of 5 stars, rating details","644 ratings","10K+ bought in past month","$9
99","Delivery","Mon, Jan 20","Christmas"
"232","Aura Digital Picture Frame - 10.1"" HD Display | Wirecutter's Best Digital Frame for Gifting - Send Photos Directly from Your Phone from Anywhere | Quick & Easy Setup Over WiFi - Free Aura App | Black","4.7 out of 5 stars, rating details","14,727 ratings","10K+ bought in past month",NA,NA,NA,"Christmas"
"233","Winter Hat Scarf Gloves and Ear Warmer, Warm Knit Beanie Hat Touch Screen Gloves Set Winter Gifts Neck Scarves for Women","4.2 out of 5 stars, rating details","1,270 ratings","8K+ bought in past month","$24
99","Delivery","Tue, Jan 21","Christmas"
"234","Aganear Fleece Throw Blanket - Cozy Soft Lightweight Fuzzy Throw Blanket for Women Portable Throw Blankets for Couch, Warm Present for Birthday, Christmas, Halloween, Housewarming(50""x60"", Khaki)","4.4 out of 5 stars, rating details","848 ratings","8K+ bought in past month","$12
10","Delivery","Mon, Jan 20","Christmas"
"235","Wrangler Authentics Men's Long Sleeve Quilted Lined Flannel Shirt Jacket with Hood","4.6 out of 5 stars, rating details","49,935 ratings","3K+ bought in past month","$26
78","Delivery","Mon, Jan 20","Christmas"
"236","Birthday Gifts for Women, Self Care Gifts for Women, Gifts for Mom, Get Well Soon Care Package with Luxury Flannel Blanket, Christmas Relaxing Spa Box Idea for Mom Her Best Friends Sister","4.8 out of 5 stars, rating details","612 ratings","5K+ bought in past month","$34
39","Delivery","Mon, Jan 20","Christmas"
"237","Gifts for Women, Bath and Body Gift Sets for Women with 5 Pcs Ocean Scented Spa Gifts for Women, Bath Gifts for Women with Scented Candle Body Butter Hand Cream Bath Bomb Womens Gifts for Christmas","4.6 out of 5 stars, rating details","7,163 ratings","5K+ bought in past month","$15
99","Delivery","Mon, Jan 20","Christmas"
"238","Burt's Bees Lip Balm Stocking Stuffers, Moisturizing Lip Care Christmas Gifts, Original Beeswax, Strawberry, Coconut & Pear, Vanilla Bean with Fruit Extracts, Natural Origin Lip Care (4-Pack)","4.8 out of 5 stars, rating details","91,614 ratings","60K+ bought in past month","$10
97","Delivery","Mon, Jan 20","Christmas"
"239","SFOUR Star Projector,Galaxy Night Light,Astronaut Starry Nebula Ceiling LED Lamp with Timer and Remote, Gift for Kids Adults for Bedroom, Birthdays,Christmas, Valentine's Day.(White)","4.6 out of 5 stars, rating details","3,354 ratings","10K+ bought in past month","$34
99","Delivery","Mon, Jan 20","Christmas"
"240","Jeasona Women's Cat Socks Cat Gifts Cute Animal Socks Dog Owl Gifts for Women","4.7 out of 5 stars, rating details","34,438 ratings","30K+ bought in past month","$12
99","Delivery","Mon, Jan 20","Christmas"
"241","LANDNEOO 4pcs Set Vintage Coffee Mugs gifts for women, Overnight Oats Containers with Bamboo Lids and Spoons - 14oz Clear Embossed Glass Cups, Cute Coffee Bar Accessories, Iced Coffee Glasses","4.7 out of 5 stars, rating details","3,379 ratings","5K+ bought in past month","$26
99","Delivery","Mon, Jan 20","Christmas"
"242","The Book of Unusual Knowledge","4.6 out of 5 stars, rating details","19,599 ratings",NA,"$10
00","Delivery","Mon, Jan 20","Christmas"
"243","Mom, I Want to Hear Your Story: A Mother’s Guided Journal To Share Her Life & Her Love (Hear Your Story Books)","4.7 out of 5 stars, rating details","14,033 ratings",NA,"$11
95","Delivery","Mon, Jan 20","Christmas"
"244","LC-dolida Sleep Headphones, 3D Sleep Mask Bluetooth Wireless Music Eye Mask, Sleeping Headphones for Side Sleepers Sleep Mask with Bluetooth Headphones Ultra-Thin Stereo Speakers Perfect for Sleeping","4.2 out of 5 stars, rating details","22,152 ratings","10K+ bought in past month","$29
99","Delivery","Mon, Jan 20","Christmas"
"245","Heavy Duty Wrapping Paper Organizer Storage Bag Red - Christmas Storage Organizer For Wrapping Paper And Gift Bag Storage - Wrapping Paper Storage Container - Holiday Christmas Decorations","4.0 out of 5 stars, rating details","376 ratings","9K+ bought in past month","$17
96","Delivery","Mon, Jan 20","Christmas"
"246","Vlando Travel Jewelry Box, Small Jewelry Travel Organizer Case Travel Essentials Christmas Gift for Women Girl - Pink","4.6 out of 5 stars, rating details","721 ratings","4K+ bought in past month","$6
99","Delivery","Mon, Jan 20","Christmas"
"247","Kendra Scott Elisa Pendant Necklace for Women, Fashion Jewelry, 14k Gold-Plated","4.6 out of 5 stars, rating details","17,434 ratings","5K+ bought in past month","$48
00","Delivery","Tue, Jan 21","Christmas"
"248","ASELFAD Morse Code Bracelets for Women, Valentines Day Gifts for Her, Funny Birthday Gifts for Women, Best Friend Friendship Gifts for Women, Inspirational Jewelry for Women Teens","4.7 out of 5 stars, rating details","3,906 ratings","9K+ bought in past month","$11
98","Delivery","Mon, Jan 20","Christmas"
"249","Montana West 3PCS Purses and Handbags for Women Tote Purse and Wallet Set Shoulder Satchel Bag for Women","4.5 out of 5 stars, rating details","4,996 ratings","2K+ bought in past month","$39
99","Delivery","Mon, Jan 20","Christmas"
"250","Gildan Men's Crew T-Shirts, Multipack, Style G1100","4.6 out of 5 stars, rating details","302,573 ratings","5K+ bought in past month","$19
99","Delivery","Wed, Jan 22","Christmas"
"251","Michael Kors(マイケルコース Crossbody",NA,NA,"","$59
39","Delivery","Mon, Jan 20","Christmas"
"252","The Night Before Christmas at Dunder Mifflin: A hilarious and heartwarming retelling of a Christmas classic and perfect holiday gift for fans of The Office.","4.7 out of 5 stars, rating details","113 ratings",NA,"$17
99","Delivery","Mon, Jan 20","Christmas"
"253","Mini Karaoke Machine for Kids, Christmas Birthday Gifts for Girls Boys Toy 4, 5, 6, 7, 8, 9, 10, 12+, Portable Bluetooth Speaker with 2 Wireless Mics, Karafun Premium Songs for All Ages(Purple)","4.6 out of 5 stars, rating details","1,248 ratings","9K+ bought in past month","$20
89","Delivery","Mon, Jan 20","Christmas"
"254","(Paper Airplanes) - Klutz Book of Paper Aeroplanes Craft Kit","4.7 out of 5 stars, rating details","7,927 ratings","30K+ bought in past month","$10
92","Delivery","Mon, Jan 20","Christmas"
"255","Womens Winter Warm Knit Beanie Hat Touchscreen Gloves Long Neck Scarf Set with Fleece Lined Skull Caps Gifts for Women","4.6 out of 5 stars, rating details","4,403 ratings","1K+ bought in past month","$23
99","$9.14 delivery",NA,"Christmas"
"256","Amazon.com eGift Card (Instant Email or Text Delivery)","4.8 out of 5 stars, rating details","777,107 ratings",NA,"$5
00-
$2,000
00",NA,NA,"New Year"
"257","Natural Crystals Keychain Gift for New Beginnings, Healing Stones Keychain Gifts for Anxiety Relief.","4.7 out of 5 stars, rating details","45 ratings","1K+ bought in past month","$7
99","Delivery","Mon, Jan 20","New Year"
"258","Body Restore Shower Steamers Aromatherapy 6 Pack - Christmas Gifts for Women, Stocking Stuffers, Birthday Gifts for Mom, White Elephant Gift, Travel Essentials, Bath Bombs - Bloom","4.4 out of 5 stars, rating details","15,030 ratings","60K+ bought in past month","$16
99","Delivery","Mon, Jan 20","New Year"
"259","Big Dot of Happiness Chinese New Year - 2025 Year of The Snake Game Scratch Off Fortune Cards - 22 Count","4.5 out of 5 stars, rating details","496 ratings","900+ bought in past month","$11
49","Delivery","Tue, Jan 21","New Year"
"260","A Year of Positive Thinking: Daily Inspiration, Wisdom, and Courage (A Year of Daily Reflections)","4.7 out of 5 stars, rating details","8,393 ratings",NA,"$10
09","Delivery","Mon, Jan 20","New Year"
"261","Unboxme Gifts Warm & Cozy Ultra-Luxe Cloud Sock for Women & Men - Super Soft Luxurious Fabric Sleep Socks","4.7 out of 5 stars, rating details","1,540 ratings","40K+ bought in past month","$9
99","Delivery","Mon, Jan 20","New Year"
"262","365 New Words-A-Year Page-A-Day® Calendar 2025: From the Editors of Merriam-Webster","4.5 out of 5 stars, rating details","89 ratings",NA,"$8
99","Delivery","Mon, Jan 20","New Year"
"263","Crystal Tree of Life 7 Chakra Healing Crystal Trees for Home Decor, Office Desk Decor, Living Room Decor, Handmade Bonsai Trees for Positive Energy, Money, Good Luck Birthday Gifts for Women, Mom","4.7 out of 5 stars, rating details","1,026 ratings","10K+ bought in past month","$26
98","$8.07 delivery",NA,"New Year"
"264","Interchangeable Seasonal Welcome Sign Front Door Decoration, Rustic Round Wood Wreaths Wall Hanging Outdoor, Farmhouse, Porch, for Spring Summer Fall All Seasons Holiday Halloween Christmas.","4.6 out of 5 stars, rating details","6,182 ratings","7K+ bought in past month","$20
99","Delivery","Mon, Jan 20","New Year"
"265","Burt's Bees Christmas Stocking Stuffers Gift Set - 6 Classic Products","4.7 out of 5 stars, rating details","86,202 ratings","10K+ bought in past month","$22
61","Delivery","Tue, Jan 21","New Year"
"266","Birthday Gifts for Women, Get Well Soon Gifts, Relaxing Spa Care Package with Luxury Flannel Blanket - Valentines, Mothers Day, Christmas Gifts for Women, Mom, Wife, Girlfriend, Friends, Sis","4.7 out of 5 stars, rating details","469 ratings","4K+ bought in past month","$37
99","Delivery","Mon, Jan 20","New Year"
"267","New Year Gift: Cheers to a Fresh Start! May Your Year Be Just Right! Happy New Year! Decorative Bamboo Cutting Board with Handle, 12"" x 8""","4.6 out of 5 stars, rating details","19 ratings","50+ bought in past month","$9
99","Delivery","Tue, Jan 21","New Year"
"268","A Year of Us: A Couple's Journal: One Question a Day to Spark Fun and Meaningful Conversations (Question a Day Couple's Journal)","4.6 out of 5 stars, rating details","6,695 ratings",NA,"$8
24","Delivery","Mon, Jan 20","New Year"
"269","Luditek Sound Activated Party Lights with Remote DJ Lighting, Disco Ball Strobe Stage Light for Home Room Dance Parties Birthday Karaoke Stocking Stuffers New Years Eve Halloween Christmas Decorations","4.5 out of 5 stars, rating details","42,252 ratings","10K+ bought in past month","$9
99","Delivery","Mon, Jan 20","New Year"
"270","Happy New Year Drinking Glasses with Bamboo Lids and Glass Straw 4 PCS Set 16 oz Happy New Year Glasses Coffee Cup with 4 Brushes Can Shaped Glass Cups for New Year Party Gift","1.0 out of 5 stars, rating details","1 ratings",NA,"$25
99","$11.12 delivery",NA,"New Year"
"271","MESMOS Inspirational Christmas Gifts for Women, 366 Daily Affirmations, Stocking Stuffers, Perpetual Calendar, Mindfulness Self Care Gifts for Women, Office Desk Accessories for Work, Desk Decor","4.8 out of 5 stars, rating details","639 ratings","3K+ bought in past month","$19
95","Delivery","Mon, Jan 20","New Year"
"272","TOPDesign Personalized Initial Canvas Beach Bag, Monogrammed Gift Tote Bag for Women","4.8 out of 5 stars, rating details","13,037 ratings","1K+ bought in past month","$16
99","Delivery","Mon, Jan 20","New Year"
"273","InnoBeta Year of Snake Gifts Socks, Chinese New Year 2025 Gifts, Symbol of The Year 2025 Snake Socks, Chinese New Year Socks, One Size Crew Socks","5.0 out of 5 stars, rating details","3 ratings","50+ bought in past month","$19
99","Delivery","Tue, Jan 21","New Year"
"274","6 Pcs Flamingo Gifts for Women Flamingo Lover Gifts for Girls Her Animal Lover Gift for New Year, Valentines Day, Birthday, Pink Flamingo Blanket with Stainless Steel Tumbler Bags Cute Socks Keychain","4.6 out of 5 stars, rating details","14 ratings","50+ bought in past month","$31
99","Delivery","Mon, Jan 20","New Year"
"275","TOPDesign Initial Canvas Tote Bag for Women, Personalized Birthday Gift, Casual Tassel Handbag with Wristlet Clutch","4.8 out of 5 stars, rating details","45 ratings",NA,"$22
99","Delivery","Wed, Jan 15","New Year"
"276","Amazon.com Download and Print at Home Gift Card","4.8 out of 5 stars, rating details","53,451 ratings",NA,"$5
00-
$2,000
00",NA,NA,"New Year"
"277","Grevosea Mini Funny Knitted Potato, 3 Inch Potato Doll Crochet Cute Wool Funny Knitted Potato Doll with Active Card Cheer up Gifts for Christmas Birthday Friends Party Decoration Encouragement","4.7 out of 5 stars, rating details","364 ratings","700+ bought in past month","$5
98","Delivery","Mon, Jan 20","New Year"
"278","Body Restore Shower Steamers Aromatherapy 6 Pack, Relaxation Birthday Gifts for Women and Men, Stress Relief and Luxury Self Care - Variety","4.3 out of 5 stars, rating details","22,282 ratings","40K+ bought in past month","$16
99","Delivery","Mon, Jan 20","New Year"
"279","15 Pcs 2025 Chinese New Year of Snake Red String Bracelet,Adjustable Red String Charm Bracelet,New Year of Snake Bracelets,Lucky Chinese Zodiac Animal Charm Braided Rope Corded Bracelets Jewelry Gifts for Women Men",NA,NA,NA,"$16
99","$8.84 delivery",NA,"New Year"
"280","New Job Gifts for Women Men - Pairs Well With New Job Wine Gift Bag, Going Away Farewell Goodbye Leaving Congratulations Present for Women Men Friend Boss Christmas Birthday New Year",NA,NA,NA,"$4
79","Delivery","Tue, Jan 21","New Year"
"281","Year of The Snake 2025 Cute Ornaments, New Year Snake Baby Honeycomb Centerpiece, Lunar New Year Party Supplies, Chinese Mascot Zodiac Gift Holiday Present Home Office Desk Table Decor","5.0 out of 5 stars, rating details","2 ratings",NA,"$12
49","Delivery","Thu, Jan 16","New Year"
"282","Solar Lanterns Outdoor Waterproof Hummingbird Garden Decor Christmas Gifts for Women Mom Grandma Hanging Solar Lights Metal Solar Decoration Outside for Yard, Patio,Backyard,Porch","4.5 out of 5 stars, rating details","552 ratings","6K+ bought in past month","$26
99","Delivery","Mon, Jan 20","New Year"
"283","Skylety Chinese New Year 2025 Gifts Set Year of the Snake 2025 Gifts with Tumbler Socks Red Envelope and Snake Bracelets for Chinese New Year 2025 Men and Women Festive Gifts","5.0 out of 5 stars, rating details","1 ratings","100+ bought in past month","$23
99","Delivery","Tue, Jan 21","New Year"
"284","Luditek 2-Pack Sound Activated Party Lights with Remote Control, Disco Ball Light, DJ Strobe Lamp for Home Room Dance Party Supplies White Elephant Gifts Birthday Christmas Halloween Party Decorations","4.6 out of 5 stars, rating details","16,070 ratings","10K+ bought in past month","$16
99","Delivery","Mon, Jan 20","New Year"
"285","Women and Men Autumn and Winter Happy New Year Knitted Hat Thick Soft Warm Chunky Beanie Crochet Beanie for Christmas","4.1 out of 5 stars, rating details","15 ratings","400+ bought in past month","$14
99","Delivery","Tue, Jan 21","New Year"
"286","The Hygge Game - Cozy Conversation In Pleasant Company Multicolored, White,14 years","4.7 out of 5 stars, rating details","3,277 ratings","8K+ bought in past month","$16
41","Delivery","Mon, Jan 20","New Year"
"287","Happy New Year Gift Bags with Handles 12 Pack New Years Eve Party Favors Candy Treat Goodie Bags for Happy New Year Decorations 2025 | New Years Party Favors | New Years Eve Party Supplies","5.0 out of 5 stars, rating details","1 ratings","100+ bought in past month","$14
99","$8.09 delivery",NA,"New Year"
"288","Funny 40th Birthday Gifts 1985 Birthday Gifts 40 Year Birthday Gifts for Women 12 Oz Stainless Steel Insulated Wine Tumbler for Women Men Friend Coworker Christmas Graduation","4.7 out of 5 stars, rating details","36 ratings",NA,"$15
99","Delivery","Mon, Jan 20","New Year"
"289","Yoiemivy Chinese New Year Gifts 2025 Year of the Snake Gifts for Women Men Mom Father Colleague, 20 oz Stainless Steel Insulated Tumbler with Lid and Straw, Gifts for Lunar New Year","5.0 out of 5 stars, rating details","2 ratings",NA,"$16
99","Delivery","Mon, Jan 20","New Year"
"290","Mifoci 13.7"" Cardboard Number for Charcuterie Graduation Photo Booth Props Birthday Party Anniversary Fillable Paper Mache Chocolate Candy Cupcake Christmas New Year Gifts(Black,Number 3)","4.4 out of 5 stars, rating details","83 ratings",NA,"$18
99","Delivery","Mon, Jan 20","New Year"
"291","Happy New Year Christmas Gifts for Women-Valentines Day Gifts for Her-Unique New Year Gift Baskets for Women Gift Ideas-Holiday Spa Birthday Gift Set-Gifts for Mom Wife Grandma Friend Sister Coworker","4.9 out of 5 stars, rating details","37 ratings","300+ bought in past month","$24
99","Delivery","Mon, Jan 20","New Year"
